case_id,case_title,source_batch,bucket,candidate_id,title,url,doi,source_type,year,venue,authors,abstract_snippet,consistency_status,axis_task,axis_object,axis_method,axis_scenario,evidence_has_title,evidence_has_abstract,evidence_has_url,evidence_title_abstract_consistent,decision_reason,role_in_paper_groups
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,core,c-25921dcc,Matterport3D,,,,,,,,off_topic,missing,missing,missing,missing,True,False,False,True,no axis token matches the topic atoms,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,core,c-4d18e5fc,A new plane segmentation method of point cloud based on mean shift and RANSAC,https://doi.org/10.1109/ccdc.2018.8407394,,,2018,2018 Chinese Control And Decision Conference (CCDC),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,core,c-6f8e9361,NOPE-SAC: Neural One-Plane RANSAC for Sparse-View Planar 3D Reconstruction,http://arxiv.org/abs/2211.16799v2,,,2022,,,"This paper studies the challenging two-view 3D reconstruction in a rigorous sparse-view configuration, which is suffering from insufficient correspondences in the input image pairs for camera pose estimation. We present a novel Neural One-PlanE RANSAC framework (termed NOPE-SAC in short) that exerts",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,core,c-714578e3,Evaluation of Plane Detection with RANSAC According to Density of 3D Point Clouds,http://arxiv.org/abs/1312.5033v1,,,2013,,,"We have implemented a method that detects planar regions from 3D scan data using Random Sample Consensus (RANSAC) algorithm to address the issue of a trade-off between the scanning speed and the point density of 3D scanning. However, the limitation of the implemented method has not been clear yet. I",proxy,proxy,proxy,proxy,missing,True,True,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,core,c-8c1d0c60,Towards Robust and Efficient Plane Detection from 3D Point Cloud,https://doi.org/10.1109/icuas51884.2021.9476824,,,2021,2021 International Conference on Unmanned Aircraft Systems (ICUAS),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,core,c-bde2eca9,Point Cloud Plane Fitting Based on RANSAC and Robust Eigenvalue Method,https://doi.org/10.1109/iccc56324.2022.10065838,,,2022,2022 IEEE 8th International Conference on Computer and Communications (ICCC),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,baseline,c-1adf37be,3D Point Cloud Plane Segmentation Method Based on RANSAC And Support Vector Machine,https://doi.org/10.1109/iciea.2019.8834367,,,2019,2019 14th IEEE Conference on Industrial Electronics and Applications (ICIEA),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,baseline,c-4d18e5fc,A new plane segmentation method of point cloud based on mean shift and RANSAC,https://doi.org/10.1109/ccdc.2018.8407394,,,2018,2018 Chinese Control And Decision Conference (CCDC),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,baseline,c-714578e3,Evaluation of Plane Detection with RANSAC According to Density of 3D Point Clouds,http://arxiv.org/abs/1312.5033v1,,,2013,,,"We have implemented a method that detects planar regions from 3D scan data using Random Sample Consensus (RANSAC) algorithm to address the issue of a trade-off between the scanning speed and the point density of 3D scanning. However, the limitation of the implemented method has not been clear yet. I",proxy,proxy,proxy,proxy,missing,True,True,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,baseline,c-8c1d0c60,Towards Robust and Efficient Plane Detection from 3D Point Cloud,https://doi.org/10.1109/icuas51884.2021.9476824,,,2021,2021 International Conference on Unmanned Aircraft Systems (ICUAS),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,baseline,c-bde2eca9,Point Cloud Plane Fitting Based on RANSAC and Robust Eigenvalue Method,https://doi.org/10.1109/iccc56324.2022.10065838,,,2022,2022 IEEE 8th International Conference on Computer and Communications (ICCC),,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,core
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,r3,parallel,c-6f8e9361,NOPE-SAC: Neural One-Plane RANSAC for Sparse-View Planar 3D Reconstruction,http://arxiv.org/abs/2211.16799v2,,,2022,,,"This paper studies the challenging two-view 3D reconstruction in a rigorous sparse-view configuration, which is suffering from insufficient correspondences in the input image pairs for camera pose estimation. We present a novel Neural One-PlanE RANSAC framework (termed NOPE-SAC in short) that exerts",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,r3,core,c-6356c9b3,TJU-DHD: A Diverse High-Resolution Dataset for Object Detection,http://arxiv.org/abs/2011.09170v1,,,2020,,,"Vehicles, pedestrians, and riders are the most important and interesting objects for the perception modules of self-driving vehicles and video surveillance. However, the state-of-the-art performance of detecting such important objects (esp. small objects) is far from satisfying the demand of practic",aligned,direct,direct,proxy,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,r3,core,c-6e04df2a,Real-time object detection method based on improved YOLOv4-tiny,http://arxiv.org/abs/2011.04244v2,,,2020,,,"The ""You only look once v4""(YOLOv4) is one type of object detection methods in deep learning. YOLOv4-tiny is proposed based on YOLOv4 to simple the network structure and reduce parameters, which makes it be suitable for developing on the mobile and embedded devices. To improve the real-time of objec",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,r3,baseline,c-6e04df2a,Real-time object detection method based on improved YOLOv4-tiny,http://arxiv.org/abs/2011.04244v2,,,2020,,,"The ""You only look once v4""(YOLOv4) is one type of object detection methods in deep learning. YOLOv4-tiny is proposed based on YOLOv4 to simple the network structure and reduce parameters, which makes it be suitable for developing on the mobile and embedded devices. To improve the real-time of objec",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,r3,baseline,c-7e0291b5,YOLOv4: A Breakthrough in Real-Time Object Detection,http://arxiv.org/abs/2502.04161v1,,,2025,,,"YOLOv4 achieved the best performance on the COCO dataset by combining advanced techniques for regression (bounding box positioning) and classification (object class identification) using the Darknet framework. To enhance accuracy and adaptability, it employs Cross mini-Batch Normalization, Cross-Sta",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,baseline
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,r3,parallel,c-8b06f082,Analysis and Adaptation of YOLOv4 for Object Detection in Aerial Images,http://arxiv.org/abs/2203.10194v1,,,2022,,,"The recent and rapid growth in Unmanned Aerial Vehicles (UAVs) deployment for various computer vision tasks has paved the path for numerous opportunities to make them more effective and valuable. Object detection in aerial images is challenging due to variations in appearance, pose, and scale. Auton",aligned,direct,direct,direct,missing,True,True,True,True,3/4 axes directly match topic atoms,parallel
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,r3,parallel,c-ab9499a9,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,http://arxiv.org/abs/2408.14600v1,,,2024,,,"The integration of point and voxel representations is becoming more common in LiDAR-based 3D object detection. However, this combination often struggles with capturing semantic information effectively. Moreover, relying solely on point features within regions of interest can lead to information loss",aligned,direct,missing,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,r3,baseline,c-5c03be15,Small Object Detection for Birds with Swin Transformer,http://arxiv.org/abs/2511.22310v1,,,2025,,,"Object detection is the task of detecting objects in an image. In this task, the detection of small objects is particularly difficult. Other than the small size, it is also accompanied by difficulties due to blur, occlusion, and so on. Current small object detection methods are tailored to small and",aligned,direct,missing,proxy,missing,True,True,True,True,1 direct + 1 proxy axis — strong topical fit,baseline
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,core,c-7cad1e7a,Real-Time Traffic Sign Detection: A Case Study in a Santa Clara Suburban Neighborhood,http://arxiv.org/abs/2310.09630v1,,,2023,,,This research project aims to develop a real-time traffic sign detection system using the YOLOv5 architecture and deploy it for efficient traffic sign recognition during a drive in a suburban neighborhood. The project's primary objectives are to train the YOLOv5 model on a diverse dataset of traffic,aligned,direct,direct,direct,missing,True,True,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,core,c-d59b502a,Improved YOLOv5 network for real-time multi-scale traffic sign detection,http://arxiv.org/abs/2112.08782v2,,,2021,,,"Traffic sign detection is a challenging task for the unmanned driving system, especially for the detection of multi-scale targets and the real-time problem of detection. In the traffic sign detection process, the scale of the targets changes greatly, which will have a certain impact on the detection",aligned,direct,direct,direct,missing,True,True,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,baseline,c-7cad1e7a,Real-Time Traffic Sign Detection: A Case Study in a Santa Clara Suburban Neighborhood,http://arxiv.org/abs/2310.09630v1,,,2023,,,This research project aims to develop a real-time traffic sign detection system using the YOLOv5 architecture and deploy it for efficient traffic sign recognition during a drive in a suburban neighborhood. The project's primary objectives are to train the YOLOv5 model on a diverse dataset of traffic,aligned,direct,direct,direct,missing,True,True,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,baseline,c-b2aa6271,surendrasah/german-traffic-sign-detection,https://github.com/surendrasah/german-traffic-sign-detection,,,,,,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,baseline
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,baseline,c-d59b502a,Improved YOLOv5 network for real-time multi-scale traffic sign detection,http://arxiv.org/abs/2112.08782v2,,,2021,,,"Traffic sign detection is a challenging task for the unmanned driving system, especially for the detection of multi-scale targets and the real-time problem of detection. In the traffic sign detection process, the scale of the targets changes greatly, which will have a certain impact on the detection",aligned,direct,direct,direct,missing,True,True,True,True,3/4 axes directly match topic atoms,core
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,parallel,c-54f33ae6,Adversarial Attack On Yolov5 For Traffic And Road Sign Detection,http://arxiv.org/abs/2306.06071v2,,,2023,,,"This paper implements and investigates popular adversarial attacks on the YOLOv5 Object Detection algorithm. The paper explores the vulnerability of the YOLOv5 to adversarial attacks in the context of traffic and road sign detection. The paper investigates the impact of different types of attacks, i",aligned,direct,direct,direct,missing,True,True,True,True,3/4 axes directly match topic atoms,parallel
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,parallel,c-69699e6a,Image Classification using CNN for Traffic Signs in Pakistan,http://arxiv.org/abs/2102.10130v1,,,2021,,,"The autonomous automotive industry is one of the largest and most conventional projects worldwide, with many technology companies effectively designing and orienting their products towards automobile safety and accuracy. These products are performing very well over the roads in developed countries. ",aligned,proxy,direct,missing,missing,True,True,True,True,1 direct + 1 proxy axis — strong topical fit,parallel
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,r3,parallel,c-9f621b4e,CURE-TSR: Challenging Unreal and Real Environments for Traffic Sign Recognition,http://arxiv.org/abs/1712.02463v2,,,2017,,,"In this paper, we investigate the robustness of traffic sign recognition algorithms under challenging conditions. Existing datasets are limited in terms of their size and challenging condition coverage, which motivated us to generate the Challenging Unreal and Real Environments for Traffic Sign Reco",aligned,direct,direct,missing,missing,True,True,True,True,2/4 axes directly match topic atoms,parallel
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,baseline,c-32bf4c75,Fabric defect detection method based on texture structure analysis,https://doi.org/10.3724/sp.j.1087.2008.00647,,,2008,Journal of Computer Applications,,,aligned,direct,proxy,proxy,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,baseline
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,baseline,c-648a03ed,LSTM based texture classification and defect detection in a fabric,https://doi.org/10.1016/j.measen.2022.100603,,,2023,Measurement: Sensors,,,proxy,proxy,proxy,proxy,missing,True,False,True,True,3/4 axes proxy-match — adjacent topic,baseline
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,baseline,c-7078aec6,Fabric defect detection based on texture enhancement,https://doi.org/10.1109/cisp.2012.6469799,,,2012,2012 5th International Congress on Image and Signal Processing,,,aligned,direct,proxy,proxy,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,baseline
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,baseline,c-cda1574e,Fabric defect detection based on adaptive LBP and SVM,https://doi.org/10.3724/sp.j.1087.2010.01597,,,2010,Journal of Computer Applications,,,aligned,direct,proxy,proxy,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,baseline
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,parallel,c-1d945be4,DeepInspect: An AI-Powered Defect Detection for Manufacturing Industries,http://arxiv.org/abs/2311.03725v2,,,2023,,,"Utilizing Convolutional Neural Networks (CNNs), Recurrent Neural Networks (RNNs), and Generative Adversarial Networks (GANs), our system introduces an innovative approach to defect detection in manufacturing. This technology excels in precisely identifying faults by extracting intricate details from",aligned,proxy,proxy,direct,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,parallel,c-9f4c84bb,A New Benchmark Dataset for Texture Image Analysis and Surface Defect Detection,http://arxiv.org/abs/1906.11561v1,,,2019,,,"Texture analysis plays an important role in many image processing applications to describe the image content or objects. On the other hand, visual surface defect detection is a highly research field in the computer vision. Surface defect refers to abnormalities in the texture of the surface. So, in ",proxy,proxy,proxy,proxy,missing,True,True,True,True,3/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,parallel,c-d1f9645f,Texture-based Fabric Defect Detection Method,https://doi.org/10.1109/icemce60359.2023.10490814,,,2023,"2023 7th International Conference on Electrical, Mechanical and Computer Engineering (ICEMCE)",,,aligned,direct,proxy,proxy,missing,True,False,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,parallel,c-f0600e2f,Road Surface Defect Detection -- From Image-based to Non-image-based: A Survey,http://arxiv.org/abs/2402.04297v1,,,2024,,,"Ensuring traffic safety is crucial, which necessitates the detection and prevention of road surface defects. As a result, there has been a growing interest in the literature on the subject, leading to the development of various road surface defect detection methods. The methods for detecting road de",proxy,proxy,proxy,proxy,missing,True,True,True,True,3/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,r4,parallel,c-f614d7ef,TransferD2: Automated Defect Detection Approach in Smart Manufacturing using Transfer Learning Techniques,http://arxiv.org/abs/2302.13317v1,,,2023,,,"Quality assurance is crucial in the smart manufacturing industry as it identifies the presence of defects in finished products before they are shipped out. Modern machine learning techniques can be leveraged to provide rapid and accurate detection of these imperfections. We, therefore, propose a tra",proxy,proxy,proxy,proxy,missing,True,True,True,True,3/4 axes proxy-match — adjacent topic,parallel
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,batch1,core,c-1d3d2775,Recovering 3D Human Mesh from Monocular Images: A Survey,http://arxiv.org/abs/2203.01923v6,,,2022,,,"Estimating human pose and shape from monocular images is a long-standing problem in computer vision. Since the release of statistical body models, 3D human mesh recovery has been drawing broader attention. With the same goal of obtaining well-aligned and physically plausible mesh results, two paradi",off_topic,missing,missing,missing,missing,True,True,True,True,no axis token matches the topic atoms,core
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,batch1,baseline,c-1d3d2775,Recovering 3D Human Mesh from Monocular Images: A Survey,http://arxiv.org/abs/2203.01923v6,,,2022,,,"Estimating human pose and shape from monocular images is a long-standing problem in computer vision. Since the release of statistical body models, 3D human mesh recovery has been drawing broader attention. With the same goal of obtaining well-aligned and physically plausible mesh results, two paradi",off_topic,missing,missing,missing,missing,True,True,True,True,no axis token matches the topic atoms,core
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,batch1,baseline,c-226b38c6,Advances in Feed-Forward 3D Reconstruction and View Synthesis: A Survey,http://arxiv.org/abs/2507.14501v5,,,2025,,,"3D reconstruction and view synthesis are foundational problems in computer vision, graphics, and immersive technologies such as augmented reality (AR), virtual reality (VR), and digital twins. Traditional methods rely on computationally intensive iterative optimization in a complex chain, limiting t",off_topic,missing,missing,missing,missing,True,True,True,True,no axis token matches the topic atoms,baseline
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,batch1,parallel,c-4b86c255,GPT-4V(ision) is a Human-Aligned Evaluator for Text-to-3D Generation,,,,,,,,off_topic,missing,missing,missing,missing,True,False,False,True,no axis token matches the topic atoms,parallel
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,batch1,parallel,c-510ae629,"R3eVision: A Survey on Robust Rendering, Restoration, and Enhancement for 3D Low-Level Vision",http://arxiv.org/abs/2506.16262v2,,,2025,,,"Neural rendering methods such as Neural Radiance Fields (NeRF) and 3D Gaussian Splatting (3DGS) have achieved significant progress in photorealistic 3D scene reconstruction and novel view synthesis. However, most existing models assume clean and high-resolution (HR) multi-view inputs, which limits t",off_topic,missing,missing,missing,missing,True,True,True,True,no axis token matches the topic atoms,parallel
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,batch1,parallel,c-c60ce0a6,Advances in Global Solvers for 3D Vision,http://arxiv.org/abs/2602.14662v1,,,2026,,,"Global solvers have emerged as a powerful paradigm for 3D vision, offering certifiable solutions to nonconvex geometric optimization problems traditionally addressed by local or heuristic methods. This survey presents the first systematic review of global solvers in geometric vision, unifying the fi",off_topic,missing,missing,missing,missing,True,True,True,True,no axis token matches the topic atoms,parallel
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,core,c-052845f3,VAR-SLAM: Visual Adaptive and Robust SLAM for Dynamic Environments,http://arxiv.org/abs/2510.16205v1,,,2025,,,"Visual SLAM in dynamic environments remains challenging, as several existing methods rely on semantic filtering that only handles known object classes, or use fixed robust kernels that cannot adapt to unknown moving objects, leading to degraded accuracy when they appear in the scene. We present VAR-",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,core,c-06ecb20b,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,http://arxiv.org/abs/1809.08379v2,,,2018,,,"Simultaneous Localization and Mapping (SLAM) is considered to be a fundamental capability for intelligent mobile robots. Over the past decades, many impressed SLAM systems have been developed and achieved good performance under certain circumstances. However, some problems are still not well solved,",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,core,c-574dfd86,"OKVIS2-X: Open Keyframe-based Visual-Inertial SLAM Configurable with Dense Depth or LiDAR, and GNSS",http://arxiv.org/abs/2510.04612v1,,,2025,,,"To empower mobile robots with usable maps as well as highest state estimation accuracy and robustness, we present OKVIS2-X: a state-of-the-art multi-sensor Simultaneous Localization and Mapping (SLAM) system building dense volumetric occupancy maps, while scalable to large environments and operating",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,core,c-8fbe00bf,Overview of Visual SLAM Technology: From Traditional to Deep Learning Methods,https://doi.org/10.23977/acss.2023.071011,,,2023,"Advances in Computer, Signals and Systems",,,aligned,direct,missing,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,core,c-9a6aaeab,DynoSAM: Open-Source Smoothing and Mapping Framework for Dynamic SLAM,http://arxiv.org/abs/2501.11893v3,,,2025,,,"Traditional Visual Simultaneous Localization and Mapping (vSLAM) systems focus solely on static scene structures, overlooking dynamic elements in the environment. Although effective for accurate visual odometry in complex scenarios, these methods discard crucial information about moving objects. By ",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,core,c-d4e24945,DBLD-SLAM: A Deep-Learning Visual SLAM System Based on Deep Binary Local Descriptor,https://doi.org/10.1109/iccais52680.2021.9624536,,,2021,"2021 International Conference on Control, Automation and Information Sciences (ICCAIS)",,,aligned,direct,missing,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,baseline,c-052845f3,VAR-SLAM: Visual Adaptive and Robust SLAM for Dynamic Environments,http://arxiv.org/abs/2510.16205v1,,,2025,,,"Visual SLAM in dynamic environments remains challenging, as several existing methods rely on semantic filtering that only handles known object classes, or use fixed robust kernels that cannot adapt to unknown moving objects, leading to degraded accuracy when they appear in the scene. We present VAR-",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,baseline,c-06ecb20b,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,http://arxiv.org/abs/1809.08379v2,,,2018,,,"Simultaneous Localization and Mapping (SLAM) is considered to be a fundamental capability for intelligent mobile robots. Over the past decades, many impressed SLAM systems have been developed and achieved good performance under certain circumstances. However, some problems are still not well solved,",aligned,direct,proxy,direct,missing,True,True,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,baseline,c-9a6aaeab,DynoSAM: Open-Source Smoothing and Mapping Framework for Dynamic SLAM,http://arxiv.org/abs/2501.11893v3,,,2025,,,"Traditional Visual Simultaneous Localization and Mapping (vSLAM) systems focus solely on static scene structures, overlooking dynamic elements in the environment. Although effective for accurate visual odometry in complex scenarios, these methods discard crucial information about moving objects. By ",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,baseline,c-d4e24945,DBLD-SLAM: A Deep-Learning Visual SLAM System Based on Deep Binary Local Descriptor,https://doi.org/10.1109/iccais52680.2021.9624536,,,2021,"2021 International Conference on Control, Automation and Information Sciences (ICCAIS)",,,aligned,direct,missing,direct,missing,True,False,True,True,2/4 axes directly match topic atoms,core
ENG-THESIS-016,基于深度学习的视觉SLAM语义地图的研究,batch1,parallel,c-047f5743,MLP-SLAM: Multilayer Perceptron-Based Simultaneous Localization and Mapping,http://arxiv.org/abs/2410.10669v2,,,2024,,,"The Visual Simultaneous Localization and Mapping (V-SLAM) system has seen significant development in recent years, demonstrating high precision in environments with limited dynamic objects. However, their performance significantly deteriorates when deployed in settings with a higher presence of mova",aligned,direct,proxy,proxy,missing,True,True,True,True,1 direct + 2 proxy axis — strong topical fit,parallel
