case_id,case_title,source_batch,priority,bucket,candidate_id,title,verification_status,topic_relation,recommended_action,matched_keywords,missing_keywords,reason,url,doi,year,venue,authors,source_type,repair_query,repair_source
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W2988916019,Deep Learning for Generic Object Detection: A Survey,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,random texture background small object detection benchmark,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W2988916019,Deep Learning for Generic Object Detection: A Survey,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,random texture background X detection,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4377090795,Real-Time Flying Object Detection with YOLOv8,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,random texture background small object detection YOLOv8 survey,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4377090795,Real-Time Flying Object Detection with YOLOv8,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,X YOLOv8 random texture background,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4377090795,Real-Time Flying Object Detection with YOLOv8,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,X YOLOv8 random texture background,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4383695095,A Lightweight YOLOv8 Tomato Detection Algorithm Combining Feature Enhancement and Attention,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,X YOLOv8 random texture background,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4383695095,A Lightweight YOLOv8 Tomato Detection Algorithm Combining Feature Enhancement and Attention,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,X YOLOv8 random texture background,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4389347185,YOLO-SE: Improved YOLOv8 for Remote Sensing Object Detection and Recognition,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,random texture background small object detection YOLOv8 survey,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4389347185,YOLO-SE: Improved YOLOv8 for Remote Sensing Object Detection and Recognition,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,X YOLOv8 random texture background,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4389347185,YOLO-SE: Improved YOLOv8 for Remote Sensing Object Detection and Recognition,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,X YOLOv8 random texture background,
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,re09_fresh,weak,paper,https://openalex.org/W4396918822,Automatic object detection for behavioural research using YOLOv8,,,keep_as_proxy,,,paper_n=3 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing,,,,,,openalex,random texture background small object detection YOLOv8 survey,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W1988386267,Medical hyperspectral imaging: a review,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images X detection,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W1988386267,Medical hyperspectral imaging: a review,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images X detection,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2097946161,A Review of Recent Advances in Surface Defect Detection using Texture analysis Techniques,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images X detection,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2097946161,A Review of Recent Advances in Surface Defect Detection using Texture analysis Techniques,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images X detection,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2608015370,DualGAN: Unsupervised Dual Learning for Image-to-Image Translation,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X GAN fabric texture images,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2608015370,DualGAN: Unsupervised Dual Learning for Image-to-Image Translation,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X GAN fabric texture images,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2996357432,"Beyond solid-state lighting: Miniaturization, hybrid integration, and applications of GaN nano- and micro-LEDs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X GAN fabric texture images,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2996357432,"Beyond solid-state lighting: Miniaturization, hybrid integration, and applications of GaN nano- and micro-LEDs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X GAN fabric texture images,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W2998291476,Automated Visual Defect Detection for Flat Steel Surface: A Survey,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images fabric defect detection GAN survey,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W3120387510,Defect-GAN: High-Fidelity Defect Synthesis for Automated Defect Inspection,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X GAN fabric texture images,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W3120387510,Defect-GAN: High-Fidelity Defect Synthesis for Automated Defect Inspection,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X GAN fabric texture images,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W3162910509,Fabric Defect Detection in Textile Manufacturing: A Survey of the State of the Art,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images fabric defect detection GAN survey,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images fabric defect detection GAN survey,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images X detection,
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,re09_fresh,weak,paper,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,fabric texture images X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,alkzar90/NIH-Chest-X-ray-dataset,alkzar90/NIH-Chest-X-ray-dataset,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,https://huggingface.co/datasets/alkzar90/NIH-Chest-X-ray-dataset,,,,,huggingface,X X dataset,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,alkzar90/NIH-Chest-X-ray-dataset,alkzar90/NIH-Chest-X-ray-dataset,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,https://huggingface.co/datasets/alkzar90/NIH-Chest-X-ray-dataset,,,,,huggingface,X X dataset,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,google-research-datasets/paws-x,google-research-datasets/paws-x,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,https://huggingface.co/datasets/google-research-datasets/paws-x,,,,,huggingface,X X dataset,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,google-research-datasets/paws-x,google-research-datasets/paws-x,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,https://huggingface.co/datasets/google-research-datasets/paws-x,,,,,huggingface,X X dataset,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W1539796472,[20] Processing of X-ray diffraction data collected in oscillation mode,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X X,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W1539796472,[20] Processing of X-ray diffraction data collected in oscillation mode,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X X,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2044591029,Semiempirical GGA‐type density functional constructed with a long‐range dispersion correction,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X benchmark,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2044591029,Semiempirical GGA‐type density functional constructed with a long‐range dispersion correction,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X benchmark,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2114291507,Benchmarking Heterogeneous Electrocatalysts for the Oxygen Evolution Reaction,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X benchmark,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2114291507,Benchmarking Heterogeneous Electrocatalysts for the Oxygen Evolution Reaction,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X benchmark,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2137015675,Clustal W and Clustal X version 2.0,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X X,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2137015675,Clustal W and Clustal X version 2.0,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X X,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2611650229,ChestX-Ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X benchmark,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2611650229,ChestX-Ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X benchmark,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2799524357,MEGA X: Molecular Evolutionary Genetics Analysis across Computing Platforms,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X X,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W2799524357,MEGA X: Molecular Evolutionary Genetics Analysis across Computing Platforms,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X X,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W3013601031,Covid-19: automatic detection from X-ray images utilizing transfer learning with convolutional neural networks,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W3013601031,Covid-19: automatic detection from X-ray images utilizing transfer learning with convolutional neural networks,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W3017855299,Automated detection of COVID-19 cases using deep neural networks with X-ray images,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W3017855299,Automated detection of COVID-19 cases using deep neural networks with X-ray images,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W3105081694,COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,https://openalex.org/W3105081694,COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,,,,,,openalex,X X detection,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,polytechXhf/onepiece-x-jojo-dataset,polytechXhf/onepiece-x-jojo-dataset,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,https://huggingface.co/datasets/polytechXhf/onepiece-x-jojo-dataset,,,,,huggingface,X X dataset,
ENG-THESIS-015,基于患者虚拟定位的三维人体重建关键技术研究,re09_fresh,weak,paper,polytechXhf/onepiece-x-jojo-dataset,polytechXhf/onepiece-x-jojo-dataset,,,keep_as_proxy,,,paper_n=0 < 4; dataset+repo=0 < 1; no_dataset_or_data_gap_note; object_axis_missing; scenario_axis_missing,https://huggingface.co/datasets/polytechXhf/onepiece-x-jojo-dataset,,,,,huggingface,X X dataset,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W1991577814,Topological crystalline insulators in the SnTe material class,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W1991577814,Topological crystalline insulators in the SnTe material class,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W2024321021,An X-ray-induced insulator–metal transition in a magnetoresistive manganite,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W2024321021,An X-ray-induced insulator–metal transition in a magnetoresistive manganite,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W2031028572,Topological insulators with inversion symmetry,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W2031028572,Topological insulators with inversion symmetry,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205483841,Aircraft Target Detection in Remote Sensing Images Based on Improved YOLOv5,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator detection YOLOv5 survey,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205483841,Aircraft Target Detection in Remote Sensing Images Based on Improved YOLOv5,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205483841,Aircraft Target Detection in Remote Sensing Images Based on Improved YOLOv5,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205900964,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator detection YOLOv5 survey,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205900964,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205900964,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
