case_id,case_title,bucket,candidate_id,title,source_run,url,doi,year,venue,verification_status,added_in_round,trace_path
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-4d2f56c8,"Surface defect detection, segmentation and quantification for concrete bridge assessment using deep learning and 3D reconstruction",re08,http://arxiv.org/abs/astro-ph/0611654v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-520e4b12,A Tile Surface Defect Detection Algorithm Based on Improved YOLO11,re08,https://doi.org/10.1109/access.2025.3622167,,2025,IEEE Access,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-59a13c4f,A Hybrid Deep Learning Anomaly Detection Framework for Intrusion Detection,re08,http://arxiv.org/abs/2212.00966v1,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-5b9d6443,Road Surface Defect Detection -- From Image-based to Non-image-based: A Survey,re08,http://arxiv.org/abs/2402.04297v1,,2024,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-5bd00de0,DeepInspect: An AI-Powered Defect Detection for Manufacturing Industries,re08,http://arxiv.org/abs/2311.03725v2,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-67fcc687,Developing a Resource-Constraint EdgeAI model for Surface Defect Detection,re08,http://arxiv.org/abs/2401.05355v1,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-e959fa3a,MT-U2Net: Lightweight detection network for high-precision magnetic tile surface defect localization,re08,https://doi.org/10.1016/j.mtcomm.2024.110480,,2024,Materials Today Communications,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,reference,c-ed5c9bdb,A New Benchmark Dataset for Texture Image Analysis and Surface Defect Detection,re08,http://arxiv.org/abs/1906.11561v1,,2019,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-002.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,dataset,c-25921dcc,Matterport3D,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,dataset,c-63e8e6c5,ScanNet,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-08eabcae,JANUS: Benchmarking Commercial and Open-Source Cloud and Edge Platforms for Object and Anomaly Detection Workloads,re08,http://arxiv.org/abs/2012.04880v1,,2020,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-1adf37be,3D Point Cloud Plane Segmentation Method Based on RANSAC And Support Vector Machine,re08,https://doi.org/10.1109/iciea.2019.8834367,,2019,2019 14th IEEE Conference on Industrial Electronics and Applications (ICIEA),,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-1bd9a335,Roman Galactic Plane Survey Definition Committee Report,re08,http://arxiv.org/abs/2511.07494v1,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-1f3e3c42,Oriented object detection in optical remote sensing images using deep learning: a survey,re08,http://arxiv.org/abs/2302.10473v6,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-4d18e5fc,A new plane segmentation method of point cloud based on mean shift and RANSAC,re08,https://doi.org/10.1109/ccdc.2018.8407394,,2018,2018 Chinese Control And Decision Conference (CCDC),,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-6f8e9361,NOPE-SAC: Neural One-Plane RANSAC for Sparse-View Planar 3D Reconstruction,re08,http://arxiv.org/abs/2211.16799v2,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-714578e3,Evaluation of Plane Detection with RANSAC According to Density of 3D Point Clouds,re08,http://arxiv.org/abs/1312.5033v1,,2013,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-88702b0e,"R3eVision: A Survey on Robust Rendering, Restoration, and Enhancement for 3D Low-Level Vision",re08,http://arxiv.org/abs/2506.16262v2,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-8c1d0c60,Towards Robust and Efficient Plane Detection from 3D Point Cloud,re08,https://doi.org/10.1109/icuas51884.2021.9476824,,2021,2021 International Conference on Unmanned Aircraft Systems (ICUAS),,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-91817ed8,Software Implementation of the Krylov Methods Based Reconstruction for the 3D Cone Beam CT Operator,re08,http://arxiv.org/abs/2110.13526v1,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-aab3c7fe,Simulation-Based Performance Evaluation of 3D Object Detection Methods with Deep Learning for a LiDAR Point Cloud Dataset in a SOTIF-related Use Case,re08,https://doi.org/10.2139/ssrn.5334126,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-bde2eca9,Point Cloud Plane Fitting Based on RANSAC and Robust Eigenvalue Method,re08,https://doi.org/10.1109/iccc56324.2022.10065838,,2022,2022 IEEE 8th International Conference on Computer and Communications (ICCC),,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-c7916db7,Welding seam detection between cylinder and plane using point cloud data,re08,https://doi.org/10.1109/mhs56725.2022.10092146,,2022,2022 International Symposium on Micro-NanoMehatronics and Human Science (MHS),,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-cb4f8318,A Systematic Approach for Cross-source Point Cloud Registration by Preserving Macro and Micro Structures,re08,http://arxiv.org/abs/1608.05143v2,,2016,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-decb4312,Advances in Global Solvers for 3D Vision,re08,http://arxiv.org/abs/2602.14662v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-dffac1d4,Molecular cloud determination in the Northern Galactic Plane,re08,http://arxiv.org/abs/1007.3627v2,,2010,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-e6a26217,The Transform of a line of Desargues Affine Plane in an additive Group of its Points,re08,http://arxiv.org/abs/1609.01155v1,,2016,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-eb63af86,Indoor Positioning based on Active Radar Sensing and Passive Reflectors: Concepts & Initial Results,re08,http://arxiv.org/abs/2310.04231v2,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,reference,c-eec95f91,Sequential Point Clouds: A Survey,re08,http://arxiv.org/abs/2204.09337v2,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-003.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,dataset,c-0542fef7,COCO,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,dataset,c-81b2765a,Pascal VOC,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,dataset,c-bfb9df61,VisDrone,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,repo,c-57897c41,molyswu/hand_detection,re08,https://github.com/molyswu/hand_detection,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,repo,c-78b5bfef,rbgirshick/voc-dpm,re08,https://github.com/rbgirshick/voc-dpm,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,repo,c-7b6ba65e,amusi/awesome-object-detection,re08,https://github.com/amusi/awesome-object-detection,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,repo,c-92b3b75f,Alpaca-zip/ultralytics_ros,re08,https://github.com/Alpaca-zip/ultralytics_ros,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,repo,c-a0dfeb82,chrisneagu/FTC-Skystone-Dark-Angels-Romania-2020,re08,https://github.com/chrisneagu/FTC-Skystone-Dark-Angels-Romania-2020,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,repo,c-b096e498,Smorodov/Deep-learning-object-detection-links.,re08,https://github.com/Smorodov/Deep-learning-object-detection-links.,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-03a75a9b,"python   (boxes, scores, classes, num) = sess.run(         [detection_boxes, detection_scores,             detection_classes, num_detections],         feed_dict={image_tensor: image_np_expanded})",re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-04551239,Could not find com.android.tools.lint:lint-gradle:26.1.4,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-102cb61f,Version 3.00 (built on 17.04.013),re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-627cd814,Object Contour and Edge Detection with RefineContourNet,re08,http://arxiv.org/abs/1904.13353v2,,2019,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-633c2819,Lending a hand: Detecting hands and recognizing activities in complex egocentric interactions.,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-6356c9b3,TJU-DHD: A Diverse High-Resolution Dataset for Object Detection,re08,http://arxiv.org/abs/2011.09170v1,,2020,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-6417d680,"Import project (Eclipse ADT, Gradle, etc.)",re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-6650b10c,missing hardware leaves robot controller disconnected from driver station,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-6ad377d3,>  ====== Hand Inference graph loaded.,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-6e04df2a,Real-time object detection method based on improved YOLOv4-tiny,re08,http://arxiv.org/abs/2011.04244v2,,2020,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-7e0291b5,YOLOv4: A Breakthrough in Real-Time Object Detection,re08,http://arxiv.org/abs/2502.04161v1,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-8b06f082,Analysis and Adaptation of YOLOv4 for Object Detection in Aerial Images,re08,http://arxiv.org/abs/2203.10194v1,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-8b6da917,A Survey of Self-Supervised and Few-Shot Object Detection,re08,http://arxiv.org/abs/2110.14711v3,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-8db9192f,Exploring Depth Contribution for Camouflaged Object Detection,re08,http://arxiv.org/abs/2106.13217v3,,2021,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-942ad60e,Figure 4: Different object detection algorithm analysis for traffic at cross-road in the night time (A) OpenCV DNN Leaky YOLOv4 (B) OpenCV DNN Mish YOLOv4 (C) ONNX YOLOv4 (D) PP-YOLO (E) Darknet YOLOv4 (F) Darknet YOLOv4 Tiny.,re08,http://arxiv.org/abs/astro-ph/0611654v1,,2026,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-963d6d73,"python   detection_graph = tf.Graph()     with detection_graph.as_default():         od_graph_def = tf.GraphDef()         with tf.gfile.GFile(PATH_TO_CKPT, 'rb') as fid:             serialized_graph = fid.read()             od_graph_def.ParseFromString(serialized_graph)             tf.import_graph_def(od_graph_def, name='')         sess = tf.Session(graph=detection_graph)     print("">  ====== Hand Inference graph loaded."")",re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-9c1615b5,"cmd   # load and run detection on video at path ""videos/chess.mov""   python detect_single_threaded.py --source videos/chess.mov",re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-9e50e071,AIn't Nothing But a Survey? Using Large Language Models for Coding German Open-Ended Survey Responses on Survey Motivation,re08,http://arxiv.org/abs/2506.14634v3,,2025,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-a7f3a0cf,Oriented object detection in optical remote sensing images using deep learning: a survey,re08,http://arxiv.org/abs/2302.10473v6,,2023,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-ab9499a9,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,re08,http://arxiv.org/abs/2408.14600v1,,2024,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-c33d39e6,3D Object Detection for Autonomous Driving: A Comprehensive Survey,re08,http://arxiv.org/abs/2206.09474v2,,2022,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-c5712ace,fast tapping of Init/Start causes problems,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,reference,c-e8fad4f3,E RobotCore: lynx xmit lock: #### abandoning lock:,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-004.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W1641498739,The Multimodal Brain Tumor Image Segmentation Benchmark (BRATS),re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W2031489346,The Pascal Visual Object Classes (VOC) Challenge,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W2473156356,Using Deep Learning for Image-Based Plant Disease Detection,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W2988916019,Deep Learning for Generic Object Detection: A Survey,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W4377090795,Real-Time Flying Object Detection with YOLOv8,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W4383695095,A Lightweight YOLOv8 Tomato Detection Algorithm Combining Feature Enhancement and Attention,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W4389347185,YOLO-SE: Improved YOLOv8 for Remote Sensing Object Detection and Recognition,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,core,https://openalex.org/W4396918822,Automatic object detection for behavioural research using YOLOv8,re09,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-3247d7fb,FCOS: Fully Convolutional One-Stage Object Detection,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-4a33ded6,EfficientDet: Scalable and Efficient Object Detection,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-66936314,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-6aeddbb0,YOLOv10: Real-Time End-to-End Object Detection,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-72b40b45,End-to-End Object Detection with Transformers,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-c26f15f2,R-FCN: Object Detection via Region-based Fully Convolutional Networks,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-f5335875,YOLOv4: Optimal Speed and Accuracy of Object Detection,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,parallel,c-fb51e341,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,dataset,c-4f0e6faa,Pascal VOC,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,dataset,c-7585a565,COCO,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,dataset,c-e0be0a10,VisDrone,re08,,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,repo,c-56dd7278,jonasvm/small-object-detection-yolo-dota-v2,re08,https://github.com/jonasvm/small-object-detection-yolo-dota-v2,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,repo,c-ba1ce769,OllieBullGB/ObjectDetection,re08,https://github.com/OllieBullGB/ObjectDetection,,,,,,G:\PaperAgent\tmp_re04_eval\balanced40_re10_reflection\traces\ENG-THESIS-005.json
