case_id,title,domain_route,re10_status,stop_reason,evidence_status,adapter_attempt_n,adapter_success_n,adapter_error_n,missing_client_n,new_candidates_n,accepted_candidates_n,query_repair_n,url_repair_n,empty_url_n,provider_error_summary,provider_circuit_breaker,query_placeholder_leaks,chinese_query_leaks,fixed_unet_fallback_seen,primary_failure_mode,accepted_titles,rejected_noise_titles,trace_path
ENG-THESIS-050,基于深度学习的自动驾驶感知算法,,max_rounds,max_rounds,pass,9,9,0,0,12,12,0,0,0,{},,[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-050.json
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,,max_rounds,max_rounds,pass,9,9,0,0,13,13,0,0,0,{},,[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-063.json
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,,max_rounds,max_rounds,pass,9,7,2,0,9,9,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-066.json
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,,max_rounds,max_rounds,pass,9,9,0,0,14,14,0,0,0,{},,[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-074.json
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,,max_rounds,max_rounds,pass,9,9,0,0,14,14,0,0,0,{},,[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-075.json
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,,max_rounds,max_rounds,pass,9,9,0,0,12,12,0,0,0,{},,[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-080.json
ENG-THESIS-091,基于云计算的输电线路缺陷检测平台,,max_rounds,max_rounds,pass,9,7,2,0,14,14,0,0,0,"{""openalex"": 2}",,[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-091.json
ENG-THESIS-092,海上风机叶片缺陷检测及分类,,max_rounds,max_rounds,pass,9,7,2,0,11,11,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-092.json
ENG-THESIS-093,基于深度学习的接触网绝缘子表面缺陷图像式检测方法研究,,max_rounds,max_rounds,pass,9,7,2,0,9,9,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-093.json
ENG-THESIS-096,基于石墨烯薄膜电热效应的风机叶片防冰除冰系统研究,,max_rounds,max_rounds,pass,9,7,2,0,5,5,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-096.json
ENG-THESIS-002,基于深度学习的磁瓦在线检测技术研究,,max_rounds,max_rounds,pass,9,7,2,0,14,14,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-002.json
ENG-THESIS-003,基于点云多平面检测的三维重建关键技术研究,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-003.json
ENG-THESIS-004,基于改进YOLOv4模型的快速目标检测与测距算法研究,,max_rounds,max_rounds,pass,9,7,2,0,11,11,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-004.json
ENG-THESIS-005,随机纹理背景下弱小缺陷检测的深度学习方法研究,,max_rounds,max_rounds,pass,9,6,3,0,8,8,0,0,0,"{""openalex"": 2, ""github"": 1}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-005.json
ENG-THESIS-010,基于深度学习的交通标志检测与识别研究,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-010.json
ENG-THESIS-014,基于生成对抗网络的织物缺陷检测算法研究,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-014.json
ENG-THESIS-022,基于深度学习的钢铁表面缺陷检测研究,,max_rounds,max_rounds,pass,9,7,2,0,9,9,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-022.json
ENG-THESIS-035,基于深度学习的带钢表面缺陷检测方法,,max_rounds,max_rounds,pass,9,7,2,0,13,13,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-035.json
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-040.json
ENG-THESIS-048,面向动态环境的视觉SLAM研究,,max_rounds,max_rounds,pass,9,7,2,0,13,13,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-048.json
ENG-THESIS-051,基于深度学习的语义SLAM研究,,max_rounds,max_rounds,pass,9,7,2,0,13,13,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-051.json
ENG-THESIS-058,基于深度学习的激光点云环境感知,,max_rounds,max_rounds,pass,9,7,2,0,9,9,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-058.json
ENG-THESIS-060,基于深度学习的车道线检测方法研究,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-060.json
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,,max_rounds,max_rounds,pass,9,7,2,0,11,11,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-064.json
ENG-THESIS-072,基于深度学习的动态SLAM研究,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-072.json
ENG-THESIS-073,面向汽车自动驾驶的模拟图像生成技术及应用研究,,max_rounds,max_rounds,pass,9,6,3,0,9,9,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-073.json
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,,max_rounds,max_rounds,pass,9,6,3,0,11,11,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-079.json
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,,max_rounds,max_rounds,pass,9,7,2,0,8,8,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-083.json
ENG-THESIS-089,基于深度学习和双目立体视觉的道路路面损伤检测研究,,max_rounds,max_rounds,pass,9,6,3,0,5,5,0,0,0,"{""openalex"": 2, ""github"": 1}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref; github: fb=huggingface",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-089.json
ENG-THESIS-100,基于深度学习的配电设备视觉识别技术研究,,max_rounds,max_rounds,pass,9,7,2,0,11,11,0,0,0,"{""openalex"": 2}","openalex: fb=crossref,fb=crossref,fb=crossref,fb=crossref",[],[],False,n/a,[],[],G:\PaperAgent\tmp_re04_eval\re10_fix2_iter3_combined\traces\ENG-THESIS-100.json
